2018-6-23,Nick!Muldrotha,"Tim!Phoebe, Nick!Muldrotha, Blaine!Sir Guinelot, Alex!Will/Rowan",Muldrotha won despite Phoebe Worst Fears-ing and taking out boardstate; remind Nick of this every time he complains,4,Nick!Muldrotha#MWIN|Tim!Phoebe#MPLAY|Nick!Muldrotha#MPLAY|Blaine!Sir Guinelot#MPLAY|Alex!Will/Rowan#MPLAY
2018-7-17,Tim!KozilekBT,"Tim!KozilekBT, Stephen!Karador, Nick!Marath, Blaine!Ur-Dragon, Alex!Alesha","Star game, Kozilek abused Oracle's Vault, copied Ulamog trigger twice against Ur-Dragon and Oblivion Sower'd the lands",5,Tim!KozilekBT#MWIN|Tim!KozilekBT#MPLAY|Stephen!Karador#MPLAY|Nick!Marath#MPLAY|Blaine!Ur-Dragon#MPLAY|Alex!Alesha#MPLAY
2018-7-17,Tim!Zedruu,"Blaine!Ur-Dragon, Alex!Alesha, Tim!Zedruu, Nick!Muldrotha","Alesha conceded to Muldrotha's BG Garruk ult, Muldrotha died to Ur-Dragon, Zedruu proxy-suicided Ur-Dragon",4,Tim!Zedruu#MWIN|Blaine!Ur-Dragon#MPLAY|Alex!Alesha#MPLAY|Tim!Zedruu#MPLAY|Nick!Muldrotha#MPLAY
2018-7-20,Tim!KozilekBT,"Nick!NivMizzetF, Tim!KozilekBT","NM almost wheel-comboed, but was stopped by a Spine of Ish Sah coming out of a Pyxis of Pandemonium, then died",2,Tim!KozilekBT#DWIN|Nick!NivMizzetF#DPLAY|Tim!KozilekBT#DPLAY
2018-7-20,Nick!NivMizzetF,"Nick!NivMizzetF, Tim!KozilekBT",NM Entered the Infinite and swung for lethal with Diviner's Wand creature,2,Nick!NivMizzetF#DWIN|Nick!NivMizzetF#DPLAY|Tim!KozilekBT#DPLAY
2018-7-20,Tim!KozilekBT,"Tim!KozilekBT, Nick!NivMizzetF","Kozilek flipped Azor's Gateway on turn 5 with Voltainc Key, NM conceded",2,Tim!KozilekBT#DWIN|Tim!KozilekBT#DPLAY|Nick!NivMizzetF#DPLAY
2018-7-21,Nick!NivMizzetF,"Tim!Ur-Dragon, Nick!NivMizzetF","NM had too much ping power, Ur-Dragon couldn't keep a board",2,Nick!NivMizzetF#DWIN|Tim!Ur-Dragon#DPLAY|Nick!NivMizzetF#DPLAY
2018-7-21,Nick!Marath,"Tim!KozilekBT, Nick!Marath",Marath ramped too hard and Kozilek's Chaos Wand into Primal Surge couldn't make up for it,2,Nick!Marath#DWIN|Tim!KozilekBT#DPLAY|Nick!Marath#DPLAY
2018-7-23,Nick!NivMizzetF,"Tim!Ur-Dragon, Nick!NivMizzetF",Ur-Dragon drew no creatures and died to Great Distortion beats,2,Nick!NivMizzetF#DWIN|Tim!Ur-Dragon#DPLAY|Nick!NivMizzetF#DPLAY
2018-7-23,Tim!Ur-Dragon,"Tim!Ur-Dragon, Nick!NivMizzetF",Ur-Dragon rushed with hasty dragons,2,Tim!Ur-Dragon#DWIN|Tim!Ur-Dragon#DPLAY|Nick!NivMizzetF#DPLAY
2018-7-23,Nick!ObNixilisBO,"Nick!ObNixilisBO, Tim!Ur-Dragon",Mana screwed Dragon couldn't recover from combat trick blowout and Imp's Mischief,2,Nick!ObNixilisBO#DWIN|Nick!ObNixilisBO#DPLAY|Tim!Ur-Dragon#DPLAY
2018-7-24,Nick!ObNixilisBO,"Tim!Phoebe, Nick!ObNixilisBO",Phoebe drew mostly lands and died to Ob drawing creatures,2,Nick!ObNixilisBO#DWIN|Tim!Phoebe#DPLAY|Nick!ObNixilisBO#DPLAY
2018-7-24,Nick!NivMizzetF,"Tim!KozilekBT, Nick!NivMizzetF","NM resolved Omniscience, accidentally milled Kozilek's entire library with Tunnel Vision",2,Nick!NivMizzetF#DWIN|Tim!KozilekBT#DPLAY|Nick!NivMizzetF#DPLAY
2018-7-24,Nick!Chandra Fire of Kaladesh,"Tim!KozilekBT, Nick!Chandra",Kozilek folded to Burning Wished Vandalblast,2,Nick!Chandra Fire of Kaladesh#DWIN|Tim!KozilekBT#DPLAY|Nick!Chandra#DPLAY
2018-7-29,Nick!NivMizzetF,"Nick!NivMizzetF, Tim!KozilekBT","Kozilek flipped Sanctum of the Sun, but NM Entered the Infinite with NM out",2,Nick!NivMizzetF#DWIN|Nick!NivMizzetF#DPLAY|Tim!KozilekBT#DPLAY
2018-7-29,Tim!KozilekBT,"Tim!KozilekBT, Nick!DaxosReturned","Daxos flipped Brisela, but Kozilek ground him out with copied It That Betrays trigger",2,Tim!KozilekBT#DWIN|Tim!KozilekBT#DPLAY|Nick!DaxosReturned#DPLAY
2018-7-29,Stephen!QueenMarchesa (Nick),"Stephen!QueenMarchesa (Nick), Stephen!Memnarch, Tim!Ur-Dragon","Memnarch started well, then died to dragons after Marchesa's Merciless Eviction, Ur-Dragon couldn't stand up to the control afterwards",3,Stephen!QueenMarchesa (Nick)#MWIN|Stephen!QueenMarchesa (Nick)#MPLAY|Stephen!Memnarch#MPLAY|Tim!Ur-Dragon#MPLAY
2018-7-30,Nick!DaxosReturned,"Tim!GrixisRamos, Nick!DaxosReturned","Ramos' board folded to Skybind, then couldn't keep up with Phyrexian Reclamation despite casting Crux of Fate 5 times",2,Nick!DaxosReturned#DWIN|Tim!GrixisRamos#DPLAY|Nick!DaxosReturned#DPLAY
2018-7-30,Nick!Killigan,"Tim!GrixisRamos, Nick!Killigan",Killigan played an early Assemble the Legion thanks to Ramos' Urza's Filter and overran Ramos with tokens,2,Nick!Killigan#DWIN|Tim!GrixisRamos#DPLAY|Nick!Killigan#DPLAY
2018-7-30,Tim!GrixisRamos,"Tim!GrixisRamos, Nick!NivMizzetF","NM drew no red mana, quickly ran out of usable resources and scooped to double Bolas",2,Tim!GrixisRamos#DWIN|Tim!GrixisRamos#DPLAY|Nick!NivMizzetF#DPLAY
2018-7-31,Nick!MarchesaBR,"Blaine!Xenagod, Nick!DaxosReturned (Victor), Tim!GrixisRamos, Alex!Zegana (Ian), Nick!MarchesaBR","Ramos voltron'd Xenagod early, Marchesa alpha striked Ramos, Zegana conceded to Marchesa's lethal, Marchesa killed Daxos with direct damage",5,Nick!MarchesaBR#MWIN|Blaine!Xenagod#MPLAY|Nick!DaxosReturned (Victor)#MPLAY|Tim!GrixisRamos#MPLAY|Alex!Zegana (Ian)#MPLAY|Nick!MarchesaBR#MPLAY
2018-7-31,Tim!KozilekBT (emperor) & Alex!Mizzix (Ian) & Alex!Alesha (Victor),"Tim!KozilekBT (emperor) & Alex!Mizzix (Ian) & Alex!Alesha (Victor), Nick!Breya (emperor) & Stephen!Memnarch & Blaine!Xenagod","Kozilek flipped Sanctum of the Sun, instagibbed Xenagod with 4 Mimic Vat'd Metalworks Colossus, opponents conceded",2,Tim!KozilekBT (emperor) & Alex!Mizzix (Ian) & Alex!Alesha (Victor)#DWIN|Tim!KozilekBT (emperor) & Alex!Mizzix (Ian) & Alex!Alesha (Victor)#DPLAY|Nick!Breya (emperor) & Stephen!Memnarch & Blaine!Xenagod#DPLAY
2018-7-31,Nick!Muldrotha (emperor) & Tim!Ur-Dragon & Stephen!Karador,"Nick!Muldrotha (emperor) & Tim!Ur-Dragon & Stephen!Karador, Nick!DaxosReturned (Victor) & Alex!Zegana (Ian) & Blaine!Ur-Dragon","Tim!Ur-Dragon cast an early Ur-Dragon with Fist of Suns and killed Blaine!Ur-Dragon, then Daxos conceded",2,Nick!Muldrotha (emperor) & Tim!Ur-Dragon & Stephen!Karador#DWIN|Nick!Muldrotha (emperor) & Tim!Ur-Dragon & Stephen!Karador#DPLAY|Nick!DaxosReturned (Victor) & Alex!Zegana (Ian) & Blaine!Ur-Dragon#DPLAY
2018-8-5,Tim!GrixisRamos,"Stephen!Karlov, Nick!NivMizzetF, Tim!GrixisRamos","Karlov killed NM with drain and a big Sunscorch Regent, Ramos killed Karlov with reanimated Regent and two clones of it",3,Tim!GrixisRamos#MWIN|Stephen!Karlov#MPLAY|Nick!NivMizzetF#MPLAY|Tim!GrixisRamos#MPLAY
2018-8-5,Tim!GrixisRamos,"Nick!DaxosReturned, Tim!GrixisRamos, Stephen!Karador","Karador scooped to several graveyard wipes and IRL obligation, Daxos scooped to time and boardstate",3,Tim!GrixisRamos#MWIN|Nick!DaxosReturned#MPLAY|Tim!GrixisRamos#MPLAY|Stephen!Karador#MPLAY
2018-8-5,Tim!GrixisRamos,"Tim!GrixisRamos, Nick!Muldrotha","Muldrotha flooded, Ramos won by commander beats",2,Tim!GrixisRamos#DWIN|Tim!GrixisRamos#DPLAY|Nick!Muldrotha#DPLAY
2018-8-5,Nick!Muldrotha,"Tim!GrixisRamos, Nick!Muldrotha","Ramos mana screwed, Muldrotha beats him to death",2,Nick!Muldrotha#DWIN|Tim!GrixisRamos#DPLAY|Nick!Muldrotha#DPLAY
2018-8-5,Tim!GrixisRamos,"Nick!Muldrotha, Tim!GrixisRamos","Ramos out-values Muldrotha after stealing, killing, and exiling Muldrotha's World Shaper",2,Tim!GrixisRamos#DWIN|Nick!Muldrotha#DPLAY|Tim!GrixisRamos#DPLAY
2018-8-5,Nick!Killigan,"Tim!GrixisRamos, Nick!Killigan","Killigan ulted Elspeth for indestructibility, eliminated two Bolases with Worst Fears, resurrected massive army with Glory's Rise",2,Nick!Killigan#DWIN|Tim!GrixisRamos#DPLAY|Nick!Killigan#DPLAY
2018-8-5,Tim!GrixisRamos,"Nick!Ashling, Tim!GrixisRamos","Ashling nearly killed Ramos with commander damage, but died to double Bolas",2,Tim!GrixisRamos#DWIN|Nick!Ashling#DPLAY|Tim!GrixisRamos#DPLAY
2018-8-12,Tim!GrixisRamos,"Tim!GrixisRamos, Stephen!Karlov",Ramos put X into Karlov's hand and stole all the good cards,2,Tim!GrixisRamos#DWIN|Tim!GrixisRamos#DPLAY|Stephen!Karlov#DPLAY
2018-8-12,Tim!GrixisRamos,"Stephen!Karlov, Tim!GrixisRamos",Karlov was short on lands and died to flying beats,2,Tim!GrixisRamos#DWIN|Stephen!Karlov#DPLAY|Tim!GrixisRamos#DPLAY
2018-8-12,Stephen!Karlov,"Stephen!Karlov, Tim!GrixisRamos","Karlov gained 14 off Death to the Debtless, made Karlov big off Cradle of Vitality, swung for lethal",2,Stephen!Karlov#DWIN|Stephen!Karlov#DPLAY|Tim!GrixisRamos#DPLAY
2018-8-12,Stephen!Memnarch,"Tim!GrixisRamos, Stephen!Memnarch",Mana screwed Ramos eventually died to Colossus of Akros,2,Stephen!Memnarch#DWIN|Tim!GrixisRamos#DPLAY|Stephen!Memnarch#DPLAY
2018-8-12,Tim!GrixisRamos,"Tim!GrixisRamos, Stephen!Karador","Ramos crippled Karador's boardstate with a timely Nicol Bolas, Planeswalker, Karador couldn't recover",2,Tim!GrixisRamos#DWIN|Tim!GrixisRamos#DPLAY|Stephen!Karador#DPLAY
2018-8-12,Stephen!Karador,"Stephen!Karador, Tim!KozilekBT",Karador crippled Kozilek's boardstate with artifact removal and Elesh Norn pumped for lethal,2,Stephen!Karador#DWIN|Stephen!Karador#DPLAY|Tim!KozilekBT#DPLAY
2018-8-12,Stephen!Karador,"Tim!KozilekBT, Stephen!Karador",Kozilek started slow and Karador beat him with creatures,2,Stephen!Karador#DWIN|Tim!KozilekBT#DPLAY|Stephen!Karador#DPLAY
2018-8-12,Stephen!Karlov,"Tim!KozilekBT, Stephen!Karlov",Kozilek started slow and Karlov beat him with creatures,2,Stephen!Karlov#DWIN|Tim!KozilekBT#DPLAY|Stephen!Karlov#DPLAY
2018-8-25,Nick!DaxosReturned,"Nick!DaxosReturned, Tim!GrixisRamos","Ramos screwed on blue, almost regains control of the game but dies to massive lifegain + Aetherflux",2,Nick!DaxosReturned#DWIN|Nick!DaxosReturned#DPLAY|Tim!GrixisRamos#DPLAY
2018-8-26,Nick!Killigan,"Nick!Killigan, Tim!GrixisRamos, Stephen!Atraxa",Killigan aggros Ramos and Burns Atraxa at the Stake,3,Nick!Killigan#MWIN|Nick!Killigan#MPLAY|Tim!GrixisRamos#MPLAY|Stephen!Atraxa#MPLAY
2018-8-26,Nick!DaxosReturned,"Tim!GrixisRamos, Stephen!Atraxa, Nick!DaxosReturned","Ramos and Atraxa fought for the game, then unceremoniously died to Vizkopa Guildmage and Beacon of Immortality",3,Nick!DaxosReturned#MWIN|Tim!GrixisRamos#MPLAY|Stephen!Atraxa#MPLAY|Nick!DaxosReturned#MPLAY
2018-8-26,Nick!NivMizzetF,"Stephen!Atraxa, Nick!NivMizzetF, Tim!GrixisRamos","NM made ten copies of Verdous Gearhulk, beat Atraxa to death with a giant Azami, stormed off to kill Ramos",3,Nick!NivMizzetF#MWIN|Stephen!Atraxa#MPLAY|Nick!NivMizzetF#MPLAY|Tim!GrixisRamos#MPLAY
2018-8-26,Nick!Ashling,"Stephen!Karador, Nick!Ashling, Tim!GrixisRamos","Ashling voltroned Karador to death, then blew up Ramos' board and killed him",3,Nick!Ashling#MWIN|Stephen!Karador#MPLAY|Nick!Ashling#MPLAY|Tim!GrixisRamos#MPLAY
2018-8-26,Nick!Chandra,"Stephen!Memnarch, Nick!Chandra, Tim!GrixisRamos","Memnarch took chip damage until Chandra swung and killed him, then Chandra voltroned Ramos with Stuffy Doll",3,Nick!Chandra#MWIN|Stephen!Memnarch#MPLAY|Nick!Chandra#MPLAY|Tim!GrixisRamos#MPLAY
2018-9-6,Nick!Marath,"Nick!Marath, Tim!Zedruu, Stephen!QueenMarchesa","Zedruu assembled the suicide combo pieces, but couldn't pull it off despite slaving Marath. Zedruu boardwiped, lost lead, slaved Marchesa, and eventually died just before Approach to a timely Total Ownage. Marath comboed Marchesa to death.",3,Nick!Marath#MWIN|Nick!Marath#MPLAY|Tim!Zedruu#MPLAY|Stephen!QueenMarchesa#MPLAY
2018-9-8,Nick!Marath,"Stephen!Atraxa, Nick!Marath, Tim!GrixisRamos",Marath comboed off with Harnened Scales and Mycoloth to kill Ramos and Atraxa,3,Nick!Marath#MWIN|Stephen!Atraxa#MPLAY|Nick!Marath#MPLAY|Tim!GrixisRamos#MPLAY
2018-9-8,Nick!Chandra,"Tim!GrixisRamos, Stephen!Atraxa, Nick!Chandra","Chandra ulted Koth early, played a damage doubler later and pinged everything to death",3,Nick!Chandra#MWIN|Tim!GrixisRamos#MPLAY|Stephen!Atraxa#MPLAY|Nick!Chandra#MPLAY
2018-9-8,Tim!KozilekBT,"Stephen!Memnarch, Nick!Marath, Tim!KozilekBT","Kozilek ramped out an early hasty Kozilek, everyone scooped",3,Tim!KozilekBT#MWIN|Stephen!Memnarch#MPLAY|Nick!Marath#MPLAY|Tim!KozilekBT#MPLAY
2018-9-8,Nick!Breya,"Nick!Breya, Tim!KozilekBT, Stephen!Karador","Kozilek spiraled out of control early, killed Karador, died to Sharding Sphinx + Impact Tremors",3,Nick!Breya#MWIN|Nick!Breya#MPLAY|Tim!KozilekBT#MPLAY|Stephen!Karador#MPLAY
2018-9-8,Nick!Marath,"Tim!KozilekBT, Stephen!Karador, Nick!Marath",Marath cast Primal Surge,3,Nick!Marath#MWIN|Tim!KozilekBT#MPLAY|Stephen!Karador#MPLAY|Nick!Marath#MPLAY
2018-9-10,Nick!Chandra,"Nick!Chandra, Alex!Brudiclad, Tim!GrixisRamos",Chandra copied Molten Psyche three times and killed the table out of nowhere,3,Nick!Chandra#MWIN|Nick!Chandra#MPLAY|Alex!Brudiclad#MPLAY|Tim!GrixisRamos#MPLAY
2018-9-10,Alex!Brudiclad,"Tim!GrixisRamos, Nick!NivMizzetF, Alex!Brudiclad","Niv-Mizzet countered Ramos' counter on Brudiclad's Brass Bounty, allowing him to kill everyone with an army of Self-Replicators",3,Alex!Brudiclad#MWIN|Tim!GrixisRamos#MPLAY|Nick!NivMizzetF#MPLAY|Alex!Brudiclad#MPLAY
2018-9-10,Tim!GrixisRamos,"Tim!GrixisRamos, Nick!NivMizzetF, Alex!Zegana","After 3-4 Dominus of Fealty copies made it on board, Ramos stole Zegana's Doubling Season and killed Zegana and Niv",3,Tim!GrixisRamos#MWIN|Tim!GrixisRamos#MPLAY|Nick!NivMizzetF#MPLAY|Alex!Zegana#MPLAY
2018-9-10,Nick!NivMizzetF,"Nick!NivMizzetF, Alex!Brudiclad, Tim!GrixisRamos",Niv comboed off with Niv and Puzzlebox,3,Nick!NivMizzetF#MWIN|Nick!NivMizzetF#MPLAY|Alex!Brudiclad#MPLAY|Tim!GrixisRamos#MPLAY
2018-9-10,Alex!Brudiclad,"Tim!GrixisRamos, Nick!ErtaiCorrupted, Alex!Brudiclad","Brudiclad Vandalblasted Ramos' and Ertai's mana rocks, they never recovered before dying to beats",3,Alex!Brudiclad#MWIN|Tim!GrixisRamos#MPLAY|Nick!ErtaiCorrupted#MPLAY|Alex!Brudiclad#MPLAY
2018-9-10,Alex!Brudiclad,"Nick!ErtaiCorrupted, Alex!Brudiclad, Tim!GrixisRamos","Brudiclad rebuilt fastest after a Ramos boardwipe, then copied It That Betrays 9 times",3,Alex!Brudiclad#MWIN|Nick!ErtaiCorrupted#MPLAY|Alex!Brudiclad#MPLAY|Tim!GrixisRamos#MPLAY
2018-9-26,Tim!Ur-Dragon,"Nick!DaxosReturned, Tim!Ur-Dragon","Daxos didn't draw a second Plains, died to beats",2,Tim!Ur-Dragon#DWIN|Nick!DaxosReturned#DPLAY|Tim!Ur-Dragon#DPLAY
2018-9-26,Tim!Ur-Dragon,"Nick!DaxosReturned, Tim!Ur-Dragon",Ur-Dragon landed an early Ur-Dragon and beat Daxos to death,2,Tim!Ur-Dragon#DWIN|Nick!DaxosReturned#DPLAY|Tim!Ur-Dragon#DPLAY
2018-9-26,Tim!GrixisRamos,"Nick!DaxosReturned, Tim!GrixisRamos",Ramos played most of his rocks and killed Daxos with flying beats,2,Tim!GrixisRamos#DWIN|Nick!DaxosReturned#DPLAY|Tim!GrixisRamos#DPLAY
2018-9-27,Tim!GrixisRamos,"Nick!SilasRenn, Tim!GrixisRamos",Ramos played Renn's deck with a Havengul Lich and won with Blood Tyrant beats,2,Tim!GrixisRamos#DWIN|Nick!SilasRenn#DPLAY|Tim!GrixisRamos#DPLAY
2018-9-27,Tim!GrixisRamos,"Nick!SigardaHoH, Tim!GrixisRamos",Ramos removed Sigarda with Void then quick-ulted Bolas with Dark Intimations to cripple Sigarda,2,Tim!GrixisRamos#DWIN|Nick!SigardaHoH#DPLAY|Tim!GrixisRamos#DPLAY
2018-9-27,Nick!SigardaHoH,"Nick!SigardaHoH, Tim!GrixisRamos","Sigarda killed Ramos's Bolases and set up a pillowfort, then Ramos accidentally wiped his own board",2,Nick!SigardaHoH#DWIN|Nick!SigardaHoH#DPLAY|Tim!GrixisRamos#DPLAY
2018-9-28,Tim!GrixisRamos,"Nick!BruseTarl, Tim!GrixisRamos","Bruse paid 36 life into Moltensteel Dragon, then Ramos killed it",2,Tim!GrixisRamos#DWIN|Nick!BruseTarl#DPLAY|Tim!GrixisRamos#DPLAY
2018-9-28,Tim!KozilekBT,"Nick!Mazirek, Tim!KozilekBT",Mazirek conceded to Kozilek ramping too hard,2,Tim!KozilekBT#DWIN|Nick!Mazirek#DPLAY|Tim!KozilekBT#DPLAY
2018-9-28,Nick!BruseTarl,"Nick!BruseTarl, Tim!KozilekBT",Bruse gained 12 life off two attacks and T6 Aetherfluxed Kozilek,2,Nick!BruseTarl#DWIN|Nick!BruseTarl#DPLAY|Tim!KozilekBT#DPLAY
2018-9-28,Nick!PatronMoon,"Tim!KozilekBT, Nick!PatronMoon",Patron removed or countered all Kozilek's creatures and beat him down with Metallurgic Summoning tokens,2,Nick!PatronMoon#DWIN|Tim!KozilekBT#DPLAY|Nick!PatronMoon#DPLAY
2018-9-28,Tim!KozilekBT,"Tim!KozilekBT, Nick!Mazirek",Mazirek couldn't keep up with Kozilek's Eldrazi,2,Tim!KozilekBT#DWIN|Tim!KozilekBT#DPLAY|Nick!Mazirek#DPLAY
2018-9-28,Nick!SigardaHoH,"Nick!SigardaHoH, Tim!KozilekBT",Kozilek died helplessly to Sigarda beats,2,Nick!SigardaHoH#DWIN|Nick!SigardaHoH#DPLAY|Tim!KozilekBT#DPLAY
2018-10-4,Nick!Samut,"Nick!Samut, Tim!GrixisRamos",Ramos didn't draw blue and Samut beat him to death,2,Nick!Samut#DWIN|Nick!Samut#DPLAY|Tim!GrixisRamos#DPLAY
2018-10-4,Tim!GrixisRamos,"Tim!KozilekBT, Nick!Samut","Ramos got Samut's GiselaBoG with a T4 Extract from Darkness, Samut conceded",2,Tim!GrixisRamos#DWIN|Tim!KozilekBT#DPLAY|Nick!Samut#DPLAY
2018-10-4,Nick!Samut,"Nick!Samut, Tim!GrixisRamos",Samut beat Ramos to death,2,Nick!Samut#DWIN|Nick!Samut#DPLAY|Tim!GrixisRamos#DPLAY
2018-10-4,Tim!GrixisRamos,"Nick!Ezuri, Tim!GrixisRamos",Ezuri popped a Pyxis and regretted it as Ramos stormed off with Urza's Filter,2,Tim!GrixisRamos#DWIN|Nick!Ezuri#DPLAY|Tim!GrixisRamos#DPLAY
2018-10-5,Nick!MarchesaBR,"Tim!KozilekBT, Nick!MarchesaBR",Marchesa beat Kozilek to death,2,Nick!MarchesaBR#DWIN|Tim!KozilekBT#DPLAY|Nick!MarchesaBR#DPLAY
2018-10-5,Tim!KozilekBT,"Tim!KozilekBT, Nick!MarchesaBR",Kozilek landed too many Eldrazi with Conduit of Ruin and Oracle's Vault,2,Tim!KozilekBT#DWIN|Tim!KozilekBT#DPLAY|Nick!MarchesaBR#DPLAY
2018-10-5,Tim!KozilekBT,"Nick!MarchesaBR, Tim!KozilekBT","Kozilek let a Mind Unbound stay until Marchesa drew Hex Parasite, then Emrakuled her and paid her life into it",2,Tim!KozilekBT#DWIN|Nick!MarchesaBR#DPLAY|Tim!KozilekBT#DPLAY
2018-10-6,Tim!Oviya,"Nick!Mazirek, Tim!Oviya","Mazirek couldn't attack because of Sandworm Convergence, Oviya Overran for the win",2,Tim!Oviya#DWIN|Nick!Mazirek#DPLAY|Tim!Oviya#DPLAY
2018-10-7,Nick!Mazirek,"Tim!Oviya, Nick!Mazirek",Oviya died to Mazirek beats,2,Nick!Mazirek#DWIN|Tim!Oviya#DPLAY|Nick!Mazirek#DPLAY
2018-10-7,Tim!KozilekBT,"Nick!Mazirek, Tim!KozilekBT",Mazirek only got Kozilek to 2 before Kozilek swung for lethal with Rogue's Passage,2,Tim!KozilekBT#DWIN|Nick!Mazirek#DPLAY|Tim!KozilekBT#DPLAY
2018-10-7,Nick!PatronMoon,"Tim!GrixisRamos, Nick!PatronMoon",Ramos ran out of cards before Guile ran out of counterspells,2,Nick!PatronMoon#DWIN|Tim!GrixisRamos#DPLAY|Nick!PatronMoon#DPLAY
2018-10-9,Tim!Ur-Dragon,"Tim!Ur-Dragon, Nick!Muldrotha","Ur-Dragon wiped Muldrotha's field twice, beat down with dragons",2,Tim!Ur-Dragon#DWIN|Tim!Ur-Dragon#DPLAY|Nick!Muldrotha#DPLAY
2018-10-11,Nick!Muldrotha,"Tim!GrixisRamos, Nick!Muldrotha",Ramos conceded to loss of tempo from no third land for two turns,2,Nick!Muldrotha#DWIN|Tim!GrixisRamos#DPLAY|Nick!Muldrotha#DPLAY
2018-10-11,Nick!Muldrotha,"Tim!GrixisRamos, Nick!Muldrotha","Ramos hung on to control of the board, but couldn't deliver a killing blow before Mindslaver crippled him",2,Nick!Muldrotha#DWIN|Tim!GrixisRamos#DPLAY|Nick!Muldrotha#DPLAY
2018-10-12,Tim!GrixisRamos,"Tim!GrixisRamos, Nick!Marath",Marath conceded to time because Ramos was slowly stealing his board,2,Tim!GrixisRamos#DWIN|Tim!GrixisRamos#DPLAY|Nick!Marath#DPLAY
2018-10-13,Nick!Marath,"Nick!Marath, Stephen!Memnarch",Marath swung with Enduring Scalelord for 32,2,Nick!Marath#DWIN|Nick!Marath#DPLAY|Stephen!Memnarch#DPLAY
2018-10-13,Stephen!Atraxa,"Stephen!Atraxa, Nick!Marath","Ajani gave Atraxa double strike, swung for lethal",2,Stephen!Atraxa#DWIN|Stephen!Atraxa#DPLAY|Nick!Marath#DPLAY
2018-10-13,Stephen!Atraxa,"Nick!Marath, Stephen!Atraxa",Marath conceded to mana screw,2,Stephen!Atraxa#DWIN|Nick!Marath#DPLAY|Stephen!Atraxa#DPLAY
2018-10-13,Nick!Marath,"Nick!Marath, Stephen!Karlov",Marath kept Karlov off the board,2,Nick!Marath#DWIN|Nick!Marath#DPLAY|Stephen!Karlov#DPLAY
2018-10-13,Nick!Marath,"Stephen!Karlov, Nick!Marath",Karlov conceded to mana screw,2,Nick!Marath#DWIN|Stephen!Karlov#DPLAY|Nick!Marath#DPLAY
2018-10-13,Nick!Marath,"Stephen!Karlov, Nick!Marath",Karlov is mana screwed again,2,Nick!Marath#DWIN|Stephen!Karlov#DPLAY|Nick!Marath#DPLAY
